,propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,superTopHighlight,topNewDevelopment,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,labels,neighborhood,parkingSpace.parkingSpacePrice,newDevelopmentFinished
43,98972832,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fe/0e/5b/1029999860.jpg,,23,5,125000.0,flat,sale,111.0,True,3,2,"TORNOS, 24",A Coruña,A Coruña,Sagrada Familia,es,43.3584232,-8.4190006,True,https://www.idealista.com/inmueble/98972832/,2673,"OPORTUNIDAD INVERSORES! INTEGRAL HOME UNIQUE presenta esta magnífica vivienda ubicada en la Calle Tornos a escasos metros de la Ronda de Outeiro.  Se trata de un 5º piso con ascensor que se distribuye en 3 habitaciones, salón-comedor, cocina independiente con zona de lavandería, baño completo con plato de ducha y aseo. -Dispone de trastero en la última planta con luz y ventana.  -Fachada renovada recientemente. Muy a la vivienda nos encontramos con supermercados, centros médicos, paradas de transporte público, colegios, zonas verdes, etc.. . LLÁMANOS Y TE PRESETNAMOS ESTA MAGNÍFICA VIVIENDA! JORGE FONTÁN 689.298. 887 ALEJANDRO RODRÍGUEZ 678.701. 269.",False,good,False,True,1126.0,False,False,False,False,False,False,flat,"Sagrada Familia, A Coruña","Piso en TORNOS, 24",,,,,,,
44,98761280,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e7/b8/ec/1022876654.jpg,07310,26,7,139900.0,flat,sale,47.0,False,2,1,Calle Enrique Mariñas Romero,A Coruña,A Coruña,Someso - Matogrande,es,43.3405646,-8.4033652,False,https://www.idealista.com/inmueble/98761280/,4103,"REF. 7310 APARTAMENTO PERFECTO COMO INVERSIÓN Os presentamos este bonito apartamento de 43m2 con el espacio perfectamente distribuído y aprovechado. Consta de un pequeño recibidor que continua hasta una cocina americana, 2 dormitorios, y 1 baño completo con plato de ducha. Dispone de calefacción eléctrica, suelos de parquet, ventanas velux. A pesar de su tamaño, es una vivienda muy luminosa. Si quieres más información y/o concertar una visita, llámanos al 981914705 o pasa por nuestra oficina en Plaza de Vigo (Calle Menéndez y Pelayo 12, Bajo). Para encontrar más alternativas en.",False,good,False,True,2977.0,False,False,False,False,False,False,flat,"Someso - Matogrande, A Coruña",Piso en Calle Enrique Mariñas Romero,,,,"[{'name': 'apartamentoType', 'text': 'Apartamento'}]",,,
45,98735890,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7d/ec/3b/1027017083.jpg,08620,28,3,269000.0,flat,sale,95.0,False,3,2,Os Mallos,A Coruña,A Coruña,Os Mallos,es,43.3556679,-8.4101699,False,https://www.idealista.com/inmueble/98735890/,2583,"PRECIOSO PISO En una zona muy bien comunicada a un paso de los Juzgados y a 5 minutos andando de 4 caminos. _ Edifico Construido en 2.007 con materiales de altas calidades. Fachada de piedra. _ Consta de 3 Dormitorios. 1 Salón-Comedor. 2 Baños. Garaje y Trastero. _ 95m2 ditribuidos en un  Bonito Vestíbulo. _ Amplio Salón-Comedor.  _3 Dormitorios.  El prinicpal con baño incorporado.   _ Segundo baño de cortertesía en pasillo. Uno con bañera y otro con plato de ducha. _ La Cocina es muy amplia y cuenta con balcón a fachada.   _ Acondicionado con parquet de elondo. calefacción de gas natural, armarios empotrados. _ Dispone de una buena plaza de garaje,  para coche grande que además es muy cómoda de acceder y un Trastero. _ ¡Ven a Visitarlo!  Enseña Asinmo.",False,good,False,True,2832.0,True,False,False,False,False,False,flat,"Os Mallos, A Coruña",Piso,True,True,,,,,
46,97594013,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3f/75/7d/984231479.jpg,e40,29,1,154000.0,flat,sale,92.0,True,3,1,"Entrepeñas, 40",A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3635037,-8.4211853,True,https://www.idealista.com/inmueble/97594013/,2389,"Piso semireformado en Agra de Orzán, al lado de la calle Villa de Negreira y entre la Ronda de Nelle y Ronda de Outeiro.  Hace tres años se reformó el baño, la electricidad, la fontanería, se puso gas natural y ventanas Climalit.  Cuenta con tres dormitorios, uno de ellos en habitación italiana actualmente habilitado como vestidor con gran armario empotrado.  Un baño reformado con amplio plato de ducha y un aseo.  Gran cocina con acceso a la terraza. La terraza de 23 metros cuadrados. Calefacción gas natural.  1º con ascensor.  Comunidad: 135€ al trimestre.",False,good,False,True,1674.0,False,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña","Piso en Entrepeñas, 40",,,,,,,
47,98544111,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9c/fe/eb/1015869043.jpg,07292,32,4,229000.0,duplex,sale,72.0,False,2,2,Calle Laureano Mediante,A Coruña,A Coruña,Los Castros - Castrillón,es,43.3543315,-8.3957353,False,https://www.idealista.com/inmueble/98544111/,2563,"REF. 7292 ÁTICO DÚPLEX EN LOS CASTROS Os presentamos una vivienda ubicada en una zona de servicios, con la parada de bus a pocos metros, y próximo también a la zona de la Gaiteira. Se trata de un dúplex muy luminoso. En su planta baja, encontramos una amplio salón-comedor, una cocina independiente equipada con todos los electrodomésticos, y un baño completo con plato de ducha. En la planta superior, se encuentran los 2 dormitorios, ambos con armarios empotrados, además para toda la planta un segundo baño completo, con bañera de hidromasaje. En el precio se incluye 2 plazas de garaje, trastero.   Entre sus zonas comunitarias, dispone en la planta baja de una terraza, con barbacoa de obra. Si quieres más información y/o concertar una visita, llámanos al 981914705 o pasa por nuestra oficina en Plaza de Vigo (Calle Menéndez y Pelayo 12, Bajo). Para encontrar más alternativas en  .",True,good,False,True,3181.0,False,False,False,False,False,False,flat,"Los Castros - Castrillón, A Coruña",Dúplex en Calle Laureano Mediante,True,True,duplex,,,,
48,98723405,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f8/87/40/1021681542.jpg,07307,16,1,154000.0,flat,sale,90.0,True,3,1,Calle Entrepeñas,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3635037,-8.4216853,False,https://www.idealista.com/inmueble/98723405/,2420,"REF: 7307 PISO SEMI REFORMADO AMPLIO Y LUMINOSO. Preciosa vivienda de 90 m útiles distribuídos en 2 dormitorios con una italiana con gran armario empotrado, gran salón comedor, cocina independiente y equipada y con vista y acceso al patio que cuenta de 23m y es muy soleado. Además consta de 1 baño completo con ducha y 1 aseo. El inmueble tiene la fontanería e instalación eléctrica renovada recientemente, además de las ventanas que son de climalit con rotura de puente térmico. El agua caliente y la calefacción es de Gas natural y puertas de madera. Está ubicado en una zona con todos los servicios cercanos, farmacias, tiendas, transporte, colegios... etc Si quieres más información y/o concertar una visita, llámanos al 981914705 o pasa por nuestra oficina en Plaza de Vigo (Calle Menéndez y Pelayo 12, Bajo). Para encontrar más alternativas en.",False,good,False,True,1711.0,False,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Piso en Calle Entrepeñas,,,,,,,
49,98732088,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/09/95/86/1021967338.jpg,699599,25,1,154000.0,flat,sale,92.0,True,3,2,Agra del Orzán - Ventorrillo,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3644037,-8.4230853,False,https://www.idealista.com/inmueble/98732088/,2449,"OPORTUNIDAD REF. 699599 BEST HOUSE Piso semi reformado en Agra del Orzán, dispone de una amplia patio/terraza de uso y disfrute de la vivienda. Está distribuido en, tres habitaciones, dos de ellas exteriores y la otra en italiana con un gran armario empotrado, amplio salón comedor con vistas al patio, cocina con salida al patio de 23m2, un baño completo con plato de ducha y un aseo ambos con ventanas. Calefacción y agua de gas natural, la instalación eléctrica y fontanería renovados recientemente. El edificio tiene ascensor. Zona con todos los servicios a pie de calle como farmacias, supermercados, comercios, cafeterías, parada de bus y taxi cercana. Llámanos y ven a conocer esta amplia vivienda!",False,good,False,True,1674.0,False,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Piso,,,,,,,
0,99125317,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0f/c7/c9/1034373830.jpg,08633,20,1,154000.0,flat,sale,92.0,False,3,2,Agra del Orzán - Ventorrillo,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3652037,-8.4226853,False,https://www.idealista.com/inmueble/99125317/,2371,"ASINMO te ofrece piso con estancias muy amplias en los alrededores de la Villa de Negreira. _ Zona con todos los servicios a pie de calle. _ Destaca por su Luminosidad. Amplitud y su preciosa terraza de 23m2 aprox. _ Se distribuye en 1 Cocina grande con gran capacidad de almacenaje y salida a terraza. _ 1 Salón con habitación italiana anexa. _ 2 Dormitorios. El pricipal con habitación italiana anexa actualmente como vestidor.   Se podría independizar, pues tiene también entrada por pasillo. _ 1 Baño con plato de ducha y ventana por el que le entra luz y ventilación y 1 Aseo. _ Acondicionado con Ventanas oscilobatientes. Calefacción por gas natural. Puerta Acorazada. _ Mejor Ver. _ Enseña ASINMO.",False,good,False,True,1674.0,False,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Piso,,,,,,,
1,98764876,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/50/d5/29/1022989226.jpg,V1068P,16,4,229000.0,duplex,sale,103.0,True,2,2,LAUREANO MEDIANTE,A Coruña,A Coruña,Los Castros - Castrillón,es,43.355093,-8.3932228,False,https://www.idealista.com/inmueble/98764876/,2506,"Se vende magnífico dúplex en la zona de La Merced. La vivenda, con orientación Sureste, consta de dos plantas distribuídas de la siguiente manera:  Planta Baja: Luminoso salón, cocina independiente, amueblada y equipada con zona de lavandería y cuarto de baño completo con plato de ducha. En la parte superior, cuenta con dos dormitorios, ambos con amplios armarios empotrados y un cuarto de baño completo con bañera hidromasaje. Dispone de calefacción de suelo radiante, sistema de seguridad con alarma, regulación independiente por estancia de la calefacción. Los suelos son de madera excepto en cuartos de baño y cocina que son en acabado cerámico. Las ventanas, oscilobatientes con rotura térmica y cristales climalit excepto en los dos dormitorios que son estilo Velux. No dejes escapar el que puede ser el hogar de tus sueños! Posibilidad de financiación del 100 % Para más inmuebles consulta nuestra web privada.",True,good,False,True,2223.0,False,False,False,False,False,False,flat,"Los Castros - Castrillón, A Coruña",Dúplex en LAUREANO MEDIANTE,True,True,duplex,,,,
2,98537459,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5d/40/13/1015644881.jpg,N2648,15,7,187000.0,flat,sale,62.0,True,2,1,Someso - Matogrande,A Coruña,A Coruña,Someso - Matogrande,es,43.3401448,-8.403366,False,https://www.idealista.com/inmueble/98537459/,4149,"Piso Atico totalmente exterior y con TERRAZA en Matogrande, una zona residencial en la que dispones de todos los servicios, colegios, centro de salud, supermercados, parques y con fácil entrada y salida de la ciudad.  La vivienda consta de salón-cocina tipo americana, dos dormitorios con armarios empotrados y un baño completo. Suelos de parket, calefaccion de gas ciudad, terraza exterior y soleada, Edificio con accesibilidad y cuenta con plaza de garaje y trastero. Listo para entrar a vivir. ¡Llámanos para visitarlo!",False,good,False,True,3016.0,True,False,True,False,False,False,flat,"Someso - Matogrande, A Coruña",Piso,True,True,,,,,
3,99003941,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/11/25/ac/1031090153.jpg,412VP,24,1,154000.0,flat,sale,98.0,True,3,2,Entrepeñas,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3644037,-8.4231853,False,https://www.idealista.com/inmueble/99003941/,2455,"Piso en Calle Entrepeñas, listo para entrar a vivir! Consta de una superficie de 98 metros cuadrados construidos. La vivienda se distribuye en hall de entrada, salón, cocina muy amplia, tres  dormitorios, un baño completo con plato de ducha, un aseo y patio. El sistema de calefacción y agua caliente es mediante gas natural individual. La vivienda cuenta con instalación reciente de electricidad, fontanería, así como de carpitería metálica. Zona con todos los servicios próximos como Centros educativos, Supermercados, Farmacia, paradas de bus y taxi, etc. Consulta sin compromiso!",False,good,False,True,1571.0,False,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Piso en Entrepeñas,,,,,,,
4,98672566,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/03/5e/d8/1020084560.jpg,3421-07951,25,3,95000.0,flat,sale,70.0,True,3,1,"Calle Europa, 24",A Coruña,A Coruña,Os Mallos,es,43.351517,-8.4131324,True,https://www.idealista.com/inmueble/98672566/,3100,"Piso en la Avenida Sardiñeira, enfrente de la estación del tren. TOTALMENTE REFORMADO. Ideal como inversión para alquilar por su situación y estado. Se vende con muebles. Situado en la 3ª planta de un edifico SIN ASCENSOR, 75 m2. 3 dormitorios, dos de ellos con vistas a la calle y a la zona de la Estación del Tren, el tercer dormitorio es interior. Cocina totalmente renovada con electrodomésticos y ventana a patio con espacio para tender la ropa. El piso ha sido reformado con materiales de diseño actual, tarima en tono claro, puertas lacadas en blanco,  Encima del piso dispone de un amplio trastero. NOTA: Este anuncio no es vinculante, puede contener errores, se muestra a título informativo, no contractual.",False,good,False,False,1357.0,False,False,False,False,False,False,flat,"Os Mallos, A Coruña","Piso en Calle Europa, 24",,,,,,,
5,99237615,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/12/36/a0/1037464096.jpg,2466,37,1,163000.0,flat,sale,107.0,True,4,3,Calle Entrepeñas,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3627158,-8.420528,False,https://www.idealista.com/inmueble/99237615/,2407,"Al lado de la plaza de las Conchiñas y de la calle Barcelona, en el barrio del Agra del Orzán. La zona dispone de todos los servicios de supermercados, farmacias, colegios e institutos. Esta situado a 15 minutos del centro y de la playa de Riazor. La vivienda, en buen uso, 1º sin ascensor, con una superficie útil aproximada de 95 m2, distribuida en 4 dormitorios, salón-comedor, cocina amueblada con isla con electrodomésticos con salida a una terraza de 45 m2, baño completo con bañera y un aseo. Suelos de tarima flotante y corcho, ventanales de PVC con rotura de puente térmico y puertas de madera sapelly. Gastos de comunidad 20 € mensuales.",False,good,False,True,1523.0,False,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Piso en Calle Entrepeñas,,,,,,,
6,99047332,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7a/b3/61/1032307523.jpg,22146,28,10,230000.0,flat,sale,77.0,True,2,2,Ronda de Outeiro,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3622044,-8.4200737,False,https://www.idealista.com/inmueble/99047332/,2419,"Un piso alto y luminoso con reforma a estrenar en Ronda de Outeiro, a la altura de Avenida Finisterre y Calle Barcelona. Estrena piso de diseño en una de las zonas más cómodas y dinámicas de A Coruña. A pocos metros de la comercial Calle Barcelona, un barrio lleno de vida con todo tipo de servicios y bien comunicado. Ahora puedes mudarte a un piso moderno de dos dormitorios con una excelente optimización del espacio y una distribución práctica y divertida. Junto al recibidor encontramos una amplia cocina abierta al salón en la que destaca una isla de cocina con el área de cocción orientada hacia el salón. Una cocina con mucha superficie de trabajo y almacenaje que se convertirá en el corazón de tu hogar. Al fondo, junto a dos grandes ventanales, se ha reservado un espacio diáfano para el salón. Esta zona de la casa da al patio, pero al ser un 10º sigue siendo una estancia clara y alegre. Desde la entrada, separado por una puerta, un pasillo lleno de armarios empotrados nos conduce hasta los dormitorios, ambos exteriores, con vistas despejadas de la ciudad y armarios empotrados completísimos. El principal, sobre todo, te va a encantar por su amplitud y sensación de intimidad. Tiene un baño en suite con una espaciosa ducha y un tabique frente al armario a modo de vestidor que le da un aspecto sofisticado. El segundo baño está colocado estratégicamente para que accedas fácilmente tanto desde el salón como desde el segundo dormitorio. Un piso nuevo con suelos de tarima, ventanas climalit oscilobatientes y termo eléctrico. Ubicado en un edificio totalmente actualizado con ascensor y portal accesible. Esta vivienda a estrenar con vistas a la ciudad puede ser para ti. Llámanos o mándanos un WhatsApp al 981 170 809 para concertar una visita ya. En AGH te ayudamos a encontrar tu hogar.",False,good,False,True,2987.0,True,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Piso en Ronda de Outeiro,,,,,,,
7,98419842,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b1/69/e0/1011599050.jpg,V-312,36,1,163000.0,flat,sale,100.0,True,4,2,Entrepeñas,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3622377,-8.4234708,False,https://www.idealista.com/inmueble/98419842/,2621,"Ref. V-312 Se vende piso con gran terraza en Calle Entrepeñas, en zona Agra del Orzán, A Coruña. Se trata de un 1º piso sin ascensor. Tiene una superficie útil total de unos 165 m2, contando patios. La superficie de la vivienda es de unos 90 m2 útiles distribuidos en 4 dormitorios, salón, cocina independiente, baño y aseo. Dispone de dos trasteros en el patio de unos 20 m2. Todas las estancias disponen de ventanas. A la calle Entrepeñas, con orientación este, dan dos estancias, a un patio pequeño dan otras dos estancias y el aseo y al patio de manzana, con orientación oeste, dan cocina, baño y otra estancia. La vivienda disfruta del uso de dos patios, el patio grande de 43 m2 y el pequeño de 12 m2. El patio trasero le da una gran amplitud a la vivienda, es ideal, para tender la ropa, tener una mascota, cultivar plantas, hacer una barbacoa, etc. Además desde el patio se accede a dos estancias-trasteros, pudiendo dedicase al uso que se quiera, actualmente, se usan una para la lavadora (11 m2) y otra para trastero (9 m2). Las ventanas están renovadas y dispone de calefacción individual de gas ciudad con caldera nueva.  En piso se encuentra situado en una zona con todos los servicios, equipamientos e infraestructuras.  A un minuto a pie de la Calle Barcelona y a 15 minutos a pie de la Playa de Riazor. Al final de las fotos se puede ver: - plano de estado actual con superficies - plano de propuesta de mejora sencilla: se propone demoler unos tabiques para crear gran salón comedor, eliminando un dormitorio y ampliando otro. Con esta reforma queda un piso de tres dormitorios dobles y una zona de estar muy agradable y funcional próxima a la cocina y unida visualmente con una bonita terraza con mucha vegetación. No dejes escapar esta oportunidad. Esta propiedad es la ideal si estás buscando una vivienda amplia y quieres disfrutar de una terraza en el centro de la ciudad a un buen precio. Llámanos y ven a verlo.",False,good,False,False,1630.0,True,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Piso en Entrepeñas,,,,,,,
8,98910141,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/31/00/ed/1027427287.jpg,2736,28,1,154000.0,flat,sale,98.0,True,2,2,"Entrepeñas, 40",A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3635037,-8.4211853,True,https://www.idealista.com/inmueble/98910141/,2389,"Piso en la zona de la calle Barcelona con tres habitaciones, en el que dos de ellas tienen una habitación italiana. Ideal para distribuir el piso con dos dormitorios uno con vestidor/despacho y un salón/comedor. Dispone de un cuarto de baño y de un aseo, ambos con ventana. También dispone de una buena terraza. La habitación prevista como salón/comedor tiene ventana hacia la terraza. La cocina es muy amplia y tiene ventana y acceso a la terraza. Ventanas oscilobatientes, suelos de parquet y plaqueta, agua caliente y calefacción a gas ciudad. Zona con todos los servicios: Supermercados, farmacia, etc. Este anuncio se expone a título informativo, no contractual y en el caso de existan errores no son vinculantes.",False,good,False,True,1571.0,False,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña","Piso en Entrepeñas, 40",,,,,,,
9,99082419,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bd/1d/08/1033061405.jpg,5430A,16,7,139000.0,flat,sale,39.0,True,2,1,Calle Enrique Mariñas Romero,A Coruña,A Coruña,Someso - Matogrande,es,43.3420646,-8.4049652,False,https://www.idealista.com/inmueble/99082419/,3952,"ATENCION INVERSORES! OPORTUNIDAD EN MATOGRANDE! PARA ENTRAR A VIVIR! REF: 5430 Rias Altas en Calle Enrique Mariñas. Te presentamos este luminoso apartamento listo para entrar a vivir. Distribución óptima, en la que se aprovechan al milímetro cada uno de los espacios. Nos encontramos dos dormitorios dobles, salón con cocina americana y cuarto de baño en pasillo. En una de las zonas más demandadas y con mayor crecimiento de la ciudad. Entrada y salida directa a través de Alfonso Molina. Edificio de buenas calidades, fachada de piedra, ascensor a cota cero. Portal sin barreras arquitectónicas. Ubicación fabulosa y con todos los servicios a un paso, en pleno centro de Matogrande, con todos los servicios a un paso tales como colegios, farmacias, supermercados, restauración.. . y perfectamente comunicada con transporte público hacia el resto de la ciudad. No te pierdas esta excelente oportunidad y llámanos para visitar..",True,good,False,True,3564.0,True,False,False,False,False,False,flat,"Someso - Matogrande, A Coruña",Piso en Calle Enrique Mariñas Romero,,,,"[{'name': 'apartamentoType', 'text': 'Apartamento'}]",,,
10,98890204,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c5/91/5e/1026733585.jpg,5416A,26,1,154000.0,flat,sale,92.0,True,2,2,Calle Entrepeñas,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3616037,-8.4229853,False,https://www.idealista.com/inmueble/98890204/,2637,"NOVEDAD! AMPLIA VIVIENDA AGRA DEL ORZÁN! CON TERRAZA PRIVATIVA! REF: 5416 Rias Altas en Calle Entrepeñas. Te presentamos esta amplia vivienda ubicada a un paso de la zona comercial y peatonal, colegios y buena comunicación de transporte, cerca de la plaza de la Conchiñas con zona de aparcamiento público en pleno Agra Del Orzán. La vivienda es muy amplia y luminosa, con un gran recibidor en la entrada. Tanto el dormitorio principal como la segunda habitación(italiana) dan a la calle principal. Amplia terraza de uso privativo de 23 metros cuadrados. Dispone de un cuarto de baño completo en pasillo con plato de ducha, así como un aseo de dos piezas. Cocina independiente y semiamueblada. El edificio disfruta de videoportero desde hace cuatro años, cuenta con puerta de seguridad blindada y con posibilidades de reforma. Ventanas de PVC doble con rotura de puente térmico. Si buscas un estilo de vida diferenciador, en uno de los barrios con mayor crecimiento, esta es la vivienda que estás buscando.. .     Edificio con ascensor, se trata de una primera planta. Portal con barreras arquitectónicas(7 escalones).",True,good,False,True,1674.0,True,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Piso en Calle Entrepeñas,,,,,,,
11,96730312,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c5/06/63/954996077.jpg,0447,20,3,220000.0,flat,sale,108.0,True,3,2,"Ronda Outeiro, 95",A Coruña,A Coruña,Cuatro Caminos - Plaza de la Cubela,es,43.351417,-8.403039,True,https://www.idealista.com/inmueble/96730312/,2901,"Excelente oportunidad. Piso ubicado en la misma Ronda de Outeiro a escasos metros de la Estación de autobuses, Estación de ferrocarril y centros comerciales. Zona completamente llana y con accesibilidad a la vivienda. El piso tiene tres dormitorios, dos cuartos de baño, cocina con tendedero y salón. Todas las dependencias son amplias. Dispone de calefacción por acumuladores eléctricos. También dispone de una buena plaza de garaje y un buen trastero, en el mismo edificio. Este anuncio se expone a título informativo, no contractual y en el caso de que existan errores no son vinculantes.",False,good,False,True,2037.0,True,False,False,False,False,False,flat,"Cuatro Caminos - Plaza de la Cubela, A Coruña","Piso en Ronda Outeiro, 95",True,True,,,,,
12,98722154,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/53/55/1021640159.jpg,,28,1,154000.0,flat,sale,98.0,True,4,2,Calle ENTREPEÑAS,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3623037,-8.4212853,False,https://www.idealista.com/inmueble/98722154/,2483,"AMPLIA VIVIENDA EN VENTA, EN LA CALLE ENTREPEÑAS. Amplia vivienda en la calle Entrepeñas, ésta ubicada en un barrio tradicional, donde tenemos zona comercial y peatonal, colegios y buena comunicación de transporte, cerca de la plaza de la Conchiñas con zona de aparcamiento público. Es un primer piso, el edificio cuenta con ascensor, y tiene barreras arquitectónicas en el portal. La vivienda es amplia y soleada, al entrar nos encontramos: un gran recibidor, a la calle principal dan dos estancias, una habitación amplia y un salón, que tiene al lado una habitación italiana. El piso tiene cuatro habitaciones, de las cuales dos son italianas, una como hemos dicho se comunica con el salón y la otra italiana, bastante amplia, daría a una terraza de unos 32 metros. En el pasillo tenemos: un cuarto de baño completo, reformado recientemente, con un plato de ducha y mueble de baño, tiene una ventana que da a patio de luces. Un segundo aseo, también con ventana a patio. La cocina, se entrega equipada, con nevera, horno eléctrico y cocina de gas. La terraza es muy soleada y amplia. Destacamos: Video portero, Puerta de seguridad blindada, y que es una vivienda con 98 M2 construidos, q ofrece, posibilidades de reforma, ya tiene cambiadas todas las ventanas q son de Pvc y la instalación eléctrica y de fontanería nuevas también.  De comunidad se pagan 45 euros. Si lo desea, llámenos, se lo enseñaremos con mucho gusto.  Este anuncio no es vinculante, puede contener errores. Se muestra a titulo informativo y no contractual.",False,good,False,True,1571.0,False,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Piso en Calle ENTREPEÑAS,,,,,,,
13,98909484,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/23/6b/1f/1027406724.jpg,PV 038,20,1,154000.0,flat,sale,98.0,True,3,2,Entrepeñas,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3619455,-8.4218973,False,https://www.idealista.com/inmueble/98909484/,2546,"PISO EXTERIOR, SEMIREFORMADO, en venta con superficie útil de 97 m² y TERRAZA de 23 m². Situado en la Calle Entrepeñas a la altura de la Villa de Negreira, paralela a la Calle Barcelona. Barrio con todos los servicios necesarios para el día a día, además de buena comuniciación con toda la ciudad. La vivienda está en un primer piso, con luz directa por la mañana en la parte de delante y por la terraza a la tarde. Se distribuye en hall, salón luminoso con una habitación italiana, perfecta para comedor o un estudio. Cocina equipada, con mucho espacio de almacenaje y gran tamaño con acceso a la terraza. Dormitorio muy amplio que comunica con una habitación italiana con armario empotrado hecho a medida, ideal para un vestidor o hacer un dormitorio independiente. Otro dormitorio con armario, los dos son exteriores. Tiene un cuarto de baño completo con plato de ducha y un aseo. Otras características de la vivienda, calefacción por Gas Natural, ventanas de pvc obscilobatientes, instalación eléctrica y tuberías cambiadas. Suelo es de parquet y de plaqueta. Puerta blindada. Los gastos de comunidad son de 45€/ mensuales, sin ninguna derrama pendiente. Con ascensor.",False,good,False,True,1571.0,False,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Piso en Entrepeñas,,,,,,,
