,propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,superTopHighlight,topNewDevelopment,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,labels,detailedType.subTypology,neighborhood,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,newDevelopmentFinished
30,97280661,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/62/95/57/974522219.jpg,22/026,15,2,119000.0,flat,sale,60.0,True,2,1,Calle Barcelona,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3626805,-8.4213659,False,https://www.idealista.com/inmueble/97280661/,2460,"Entrando en nuestra página web podrás ver la ficha técnica con todos los datos del inmueble y un plano de distribución con los metros cuadrados de cada estancia. También podrás almacenar una búsqueda y recibirás cada semana en tu email los inmuebles que se adapten a tus criterios. CALLE BARCELONA (AGRA DEL ORZAN - VENTORRILLO). - Dos dormitorios, salón, cocina y baño. Es un segundo con ascensor con capacidad para cinco personas y no hay ningún escalón para acceder a él desde el portal. El salón y los dos dormitorios dan a la calle y el baño y la cocina al patio de luces. Tiene un trastero en el sótano -1. Nuestros asesores inmobiliarios están especializados por zonas para poder darle el mejor servicio y que el inmueble que usted compre esté a un precio de mercado adecuado. Además verificamos todos los datos de los inmuebles (metros, antigüedad, calidades, etc. ) y con cada visita le entregamos una ficha (con todas las características, un plano, información de la zona y los gastos adicionales al precio de compra). Horario de 10.00 a 14.00 y de 16.00 a 20.00 de lunes a viernes. Este anuncio no es vinculante (puede contener errores). Se muestra a título informativo y no contractual.",False,good,False,True,1983.0,True,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Piso en Calle Barcelona,,,,,,,
31,98425275,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2f/b6/b9/1011756912.jpg,22/057,21,5,163000.0,flat,sale,91.0,True,3,2,Calle Alcalde Jaime Hervada,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3586585,-8.4240224,False,https://www.idealista.com/inmueble/98425275/,2923,"Entrando en nuestra página web podrás ver la ficha técnica con todos los datos del inmueble y un plano de distribución con los metros cuadrados de cada estancia. También podrás almacenar una búsqueda y recibirás cada semana en tu email los inmuebles que se adapten a tus criterios. CALLE JAIME HERVADA (AGRA DEL ORZAN - VENTORRILLO). - Tres dormitorios, salón-comedor, cocina, dos baños y tendedero. Tiene un trastero en el bajo-cubierta (El ascensor llega al octavo y hay que subir al noveno por la escalera). Es un quinto con dos ascensores con capacidad para cuatro personas cada uno y tiene acceso a personas de movilidad reducida para acceder a ellos desde el portal. Todas las habitaciones son exteriores. El piso está para entrar a vivir y queda con los muebles (tal y como se ve en las fotografías). OPCIONAL: se puede adquirir la plaza de garaje por 20.000 euros a mayores del precio del piso. Nuestros asesores inmobiliarios están especializados por zonas para poder darle el mejor servicio y que el inmueble que usted compre esté a un precio de mercado adecuado. Además verificamos todos los datos de los inmuebles (metros, antigüedad, calidades, etc. ) y con cada visita le entregamos una ficha (con todas las características, un plano, información de la zona y los gastos adicionales al precio de compra). Horario de 10.00 a 14.00 y de 16.00 a 20.00 de lunes a viernes. Este anuncio no es vinculante (puede contener errores). Se muestra a título informativo y no contractual.",False,good,False,True,1791.0,True,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Piso en Calle Alcalde Jaime Hervada,,,,True,False,15000.0,
32,98724583,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/45/93/de/1035618043.jpg,385316,18,1,181000.0,flat,sale,79.0,True,1,1,"Calle Eladio Rodríguez González, 10",A Coruña,A Coruña,Ensanche - Juan Florez,es,43.3614301,-8.4148734,True,https://www.idealista.com/inmueble/98724583/,2204,"En venta este estupendo apartamento de 55 metros cuadrados de superficie útil. Este primer piso consta de 1 dormitorio con armario empotrado, amplio salón con cocina americana, un baño y garaje. El piso está a estrenar, tiene vistas hacia la calle, desde el salón y dormitorio. A pocos minutos de la plaza de Pontevedra, con todos los servicios cercanos.",True,good,False,True,2291.0,True,False,True,False,False,False,flat,"Paseo de los Puentes-Santa Margarita, A Coruña","Piso en Calle Eladio Rodríguez González, 10",,,Paseo de los Puentes-Santa Margarita,True,True,,
33,99143269,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/23/d2/3d/1034950080.jpg,CAR-0151,28,1,155000.0,flat,sale,84.0,True,2,1,Ronda de outeio,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3599258,-8.421271,False,https://www.idealista.com/inmueble/99143269/,2667,"! Os presentamos este PISAZO en perfecto estado listo para entra a vivir en el, no pierdas la oportunidad de venir a verlo con nosotros! Piso EXTERIOR con mucha LUZ. Situado en la Ronda de Outeiro, muy BIEN ubicado, próximo a supermercados, gimnasios, cafeterías, paradas de autobús, parques etc.  Totalmente reformado en el año 2017 una reforma integral donde se incluye: tuberías, las bajantes, instalación eléctrica, el parquet, vetanas etc. El piso se divide en dos habitaciones, la principal con un armario empotrado y ventanas exteriores motivo por el cual disfruta de mucha LUMINOSIDAD, una cocina TOTALMENTE EQUIPADA con un patio privado de uso privativo de GRAN TAMAÑO, un salón GRANDE y ESPACIOSO exterior con ventanas que dan a la ronda Outeiro y un bañoC OMPLETO con plato de ducha. Contacta con nosotros para más información, te atenderemos sin ningún tipo de compromiso. Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual.",True,good,False,True,1845.0,True,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Piso en Ronda de outeio,,,,,,,
34,96758289,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/78/c2/aa/955750222.jpg,Ta-0115,40,1,190000.0,flat,sale,85.0,True,2,2,Avenida de Oza,A Coruña,A Coruña,Los Castros - Castrillón,es,43.3525351,-8.3942731,False,https://www.idealista.com/inmueble/96758289/,2774,"FANTÁSTICO PISO EN LA AVENIDA DE OZA PRECIOSO y LUMINOSO piso en una de las MEJORES ZONAS de La Coruña. Cuenta con todos los servicios cerca: comercios, farmacias, supermercados, centros comerciales, colegios, transporte y buenos accesos de entrada y salida de la ciudad. ¡EXCELENTE OPORTUNIDAD de vivir en una de las mejores zonas de la ciudad. El piso cuenta con 75 m2 útiles, distribuidos en 2 HABITACIONES, 2 BAÑOS COMPLETOS, SALÓN, COCINA Y PATIO. Accedemos al piso mediante un AMPLIO HALL nos da paso al SALÓN y la COCINA, ambos comunicados con puerta acristalada y accesos independientes con PUERTAS COORREDERAS, aprovechando así al máximo el ESPACIO. COCINA COMPLETA con todos los electrodomésticos, NEVERA, LAVADORA, HORNO, MICROONDAS, VITROCERÁMICA Y LAVAVAJILLAS. Una puerta con cristal, nos da paso a la zona de noche. Nos encontramos con 2 BAÑOS COMPLETOS con plato de ducha y mampara, ambos con VENTANAS oscilobatientes. El pasillo de este lado de la casa tiene un ARMARIO de 2 puertas empotrado. Seguido tenemos 2 AMPLIAS y LUMINOSAS HABITACIONES, ambas con estupendos ARMARIOS EMPOTRADOS. Una de las habitaciones tiene salida al patrio de la casa. Todo el suelo de la casa es de TARIMA C5, CALEFACCIÓN ELÉCTRICA y PUERTAS LACADAS en BLANCO. Todas las puertas de la casa, a excepción de las habitaciones y baños, son acristaladas, lo que hace que que se aproveche la LUZ NATURAL en toda la vivienda. El edificio cuenta con VIDEO PORTERO Y ASCENSOR.  Actualmente se está terminando la obra por lo que hay posibilidad por parte del nuevo propietario de acabar a su gusto la cocina. Se prevé que finalizará la obra a finales de mes Hay más pisos disponibles en el edificio. Si tienes cualquier duda o quieres hacer una visita no dudes en ponerte en contacto con nosotros! APROVECHA esta MAGNÍFICA OPORTUNIDAD! También por whatsapp al número de teléfono 664013796. *Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. El texto ofrecido está destinado de manera documental informativa. No tiene validez jurídica.",True,good,False,True,2235.0,True,False,False,False,False,False,flat,"Los Castros - Castrillón, A Coruña",Piso en Avenida de Oza,,,,,,,
35,98057820,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c6/44/ef/999550406.jpg,,24,1,180000.0,flat,sale,55.0,True,1,1,Calle Orzán,A Coruña,A Coruña,Ensanche - Juan Florez,es,43.3693677,-8.4035874,False,https://www.idealista.com/inmueble/98057820/,972,"OCASION! PISO recién REFORMADO a 2 minutos de PLAZA DE PONTEVEDRA El piso se encuentra en una de las zonas con más ambiente de la ciudad aunque gozando de una gran tranquilidad por su buen aislamiento.  La vivienda se distribuye en un amplio recibidor que conecta con el salón en forma de L, el cual cuenta con su pared exterior repleta de ventanas, por lo que entra una gran cantidad de luz. Al mismo tiempo encontramos la cocina completamente equipada en el otro extremo del salón con preinstalación para lavavajillas y tendedero exterior. La cocina ha sido recién restaurada manteniendo la estética original pero con materiales y calidades superiores. La habitación conecta con el salón por lo que es muy luminosa y, a mayores a través de una ventana vidriada tenemos acceso al otro extremo del salón. El baño ha sido completamente reformado, convirtiéndolo en un baño propio de una vivienda de obra nueva. Esto nos hace estar en una vivienda de los barrios más emblemáticos de A Coruña con todos los lujos del siglo XXI. El piso se vende con los muebles que aparecen en las fotos, aunque podría entregarse sin amueblar. El tejado y la fachada fue renovado en los últimos años. A tan solo 2 minutos andando encontramos la Plaza de Pontevedra, desde donde podemos recorrer la ciudad entera gracias a sus conexiones de transporte urbano, y a tan solo 1 minuto andando de la playa de Riazor y del paseo marítimo el cual está catalogado como el más largo de Europa, que nos permite recorrer la ciudad herculina por completo. No es necesario utilizar el coche para desplazarse por la ciudad gracias a esta localización tan céntrica.",True,good,False,False,3273.0,True,False,False,False,False,False,flat,"Ensanche, A Coruña",Piso en Calle Orzán,,,Ensanche,,,,
36,98228677,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3c/6c/d8/1004688830.jpg,3421-07836,43,8,200000.0,flat,sale,131.0,True,4,2,Avenida de Oza,A Coruña,A Coruña,Los Castros - Castrillón,es,43.3529925,-8.3883424,False,https://www.idealista.com/inmueble/98228677/,2825,"¿QUIERES ESPACIO? Vivienda en Avd. Oza en la Octava planta, con toda la luz desde la mañana hasta la tarde. De 4 dormitorios DOBLES, dos baños con ventana y además un trastero de 12mts cuadrados. En Os Castros con todos los servicios a un paso, parques, colegios, centro salud, hospital y también PLAYA. Descripción de la propiedad: Vestíbulo de entrada ancho y cómodo. Se accede directamente a dos estancias con grandes ventanales a la calle principal.  Una HABITACIÓN muy grande que se puede destinar a dormitorio doble o a un muy buen despacho. Con espacio para dos personas trabajando muy cómodas.  EL SALÓN COMEDOR está justo al lado, es una estancia también muy amplia, se podría reunir una gran familia tanto en el salón como en una buena mesa amplia.  Seguimos por el pasillo y nos encontramos con la zona de la vivienda que tiene ventanas al patio de luces. Con orientación SUR y muchísima luz en todas las estancias.  LA COCINA. Con muebles en la pared del fondo y otros muebles de almacenaje en una de las paredes laterales donde está el frigorífico. Tiene espacio suficiente para poner una mesa para 6-8 comensales. El agua caliente es por calentador de butano, aunque el edificio tiene la instalación de gas ciudad. A continuación dos baños con ducha. Ambos con ventana al patio de luces. Tienen buen tamaño y fueron reformados hace poco. Seguimos por el pasillo y tenemos los otros tres dormitorios. Todos DOBLES, con armarios empotrados y con unas dimensiones considerables. El DORMITORIO PRINCIPAL podría ser el del final del pasillo por ser el de mayores dimensiones y con el armario empotrado más grande. El trastero se encuentra en el bajo cubierta, tiene unos 14 mts cuadrados aprox. con buena altura y se encuentra prácticamente encima de la vivienda. ¿QUIERES aún más ESPACIO? Zona de día de más de 50m2 para disfrutar con la familia. ¿Te gustaría saber cómo lo conseguimos? Una reforma de espacios para obtener un espacio diáfano, actual y luminoso. Cerramientos con ventanas de corredera con climalit.  Pavimentos en parqué y tarima. Las zonas comunes están impecables.  Ascensor que llega a cota 0, totalmente accesible.  Fachada de piedra y tejado reformado. No hay derramas pendientes. Ha estado alquilado con muy buen rendimiento  Entrada y salida de la ciudad, colegios para todas las edades, Buses urbanos e interurbanos, Centro de salud, pabellón deportivo con piscina, y Playa a tan solo 10 minutos andando. Hospitales, Correos, etc... ¡TIENES QUE VENIR A VERLO! A través de convenios con las principales entidades bancarias, nuestros clientes podrán disfrutar de las mejores opciones de financiación del mercado, con condiciones especiales y ventajosas, recibiendo un trato ""prime"" que nos diferencia.",True,good,False,True,1527.0,False,False,False,False,False,False,flat,"Los Castros - Castrillón, A Coruña",Piso en Avenida de Oza,,,,,,,
37,98794532,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1c/2a/db/1024025219.jpg,,19,6,110000.0,flat,sale,88.0,False,2,1,"Alcalde Lens, 34",A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3604702,-8.4204357,True,https://www.idealista.com/inmueble/98794532/,2576,"PRECIO NEGOCIABLE. PISO a REFORMAR en EXCELENTE UBICACIÓN  Presentamos este piso en una de las zonas con más afluencia de Coruña, concretamente en la calle Alcalde Lens, perpendicular a la calle Barcelona y a la Ronda de Outeiro.  Se distribuye en 2 habitaciones de gran tamaño con una gran entrada de luz, una gran cocina completamente equipada con salida a un tendedero cubierto, provisto de un pilón y un baño completo. La estancia donde se ubicaría el salón llama la atención por el gran tamaño de este, además de estar conectado con el tendedero por un ventanal. A pesar de la necesidad de reformarlo las condiciones actuales no impiden su habitabilidad. El inmueble está situado en una de las zonas mas concurridas de Coruña y muy próximo a cualquier servicio, al encontrarse a escasos metros de la Ronda de Outeiro, la Avenida de Finisterre, la Calle Barcelona, barrio del Ventorrillo y la plaza de las Conchiñas. Esta situación hace que sea una ubicación perfecta para arrendamientos o proyectos de vida.",True,renew,False,True,1250.0,True,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña","Piso en Alcalde Lens, 34",,,,,,,
38,93343620,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5a/a6/95/992663680.jpg,646505,24,1,177000.0,flat,sale,81.0,True,2,1,Monte Alto - Zalaeta - Atocha,A Coruña,A Coruña,Monte Alto - Zalaeta - Atocha,es,43.3786403,-8.4023793,False,https://www.idealista.com/inmueble/93343620/,345,"REF. 646505 BEST HOUSE Precioso dúplex en Santo Tomás (Monte Alto), con todos los servicios en las inmediaciones, parque infantil a escasos metros, supermercados, varias paradas de bus cercanas, colegios, guarderías y centro médico. Distribuido en, dos habitaciones y un baño con plato de ducha, cocina americana totalmente equipada y zona de salón-comedor con una pared de piedra y altos techos, lo que aportan a la vivienda luminosidad. Patio cubierto con doble puerta de acceso y zona de lavandería/trastero independiente. No dudes en visitarlo y aprovechar la oportunidad para vivir en Monte Alto.",True,good,False,True,2185.0,True,False,False,False,False,False,flat,"Monte Alto - Zalaeta - Atocha, A Coruña",Piso,,,,,,,
39,98710955,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/22/17/59/1021295668.jpg,V1066P,23,1,160000.0,flat,sale,98.0,True,4,2,Calle ENTREPEÑAS,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3635315,-8.4220398,False,https://www.idealista.com/inmueble/98710955/,2440,"Se vende piso en la zona de El Agra del Orzán, muy bien comunicado con todos los servicios a mano. Se trata de una vivienda distribuída en luminoso salón con estancia en italiana, perfecta para un comedor. Amplia cocina, amueblada y semi equipada con acceso a una terraza de unos 23 m² y uso privado. Tres amplios dormitorios, uno de ellos en italiana. Consta de un cuarto de baño completo con plato de ducha y un aseo, ambos con ventana. Ventanas oscilobatientes con rotura térmica y cristales climalit, recientemente renovadas. Dispone de calefacción de gas Posibilidad de financiación del 100 % Para más inmuebles consulta nuestra web privada.",True,good,False,True,1633.0,False,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Piso en Calle ENTREPEÑAS,,,,,,,
40,98525524,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/91/6e/e3/1019007478.jpg,V1061,35,2,146000.0,flat,sale,77.0,False,3,1,Avenida de oza,A Coruña,A Coruña,Los Castros - Castrillón,es,43.355751,-8.3975751,False,https://www.idealista.com/inmueble/98525524/,2397,"Se vende piso en plena Avenida de Oza recientemente reformado. Se trata de una vivienda interior que da a un patio de manzana, destacada por su amplia terraza de 50 m² de superficie. Consta de recibidor con espacioso armario empotrado salón desde el cual se accede a la terraza, cocina independiente, amueblada y equipada. Tres dormitorios, dos de ellos interiores y, los tres con armario y cuarto de baño completo con bañera. Dispone de trastero, de unos 30 m², situado en la terraza. El portal cuenta con dos ascensores a cota cero. Posibilidad de financiación del 100 % Para más inmuebles consulta nuestra web privada.",False,good,False,True,1896.0,False,False,False,False,False,False,flat,"Los Castros - Castrillón, A Coruña",Piso en Avenida de oza,,,,,,,
41,98055350,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/54/ed/a6/999518045.jpg,LC37,18,6,160000.0,penthouse,sale,87.0,True,2,2,VILLA DE NEGREIRA,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3632627,-8.4194001,False,https://www.idealista.com/inmueble/98055350/,2298,"En la venta de este inmueble, con nosotros, nadie paga comisión de intermediación, ¡NINGUNA DE LAS PARTES!  ¡Se el primero en enterarte! , mándanos a correo a, explícanos lo que buscas y donde lo buscas, te mantendremos informado de los inmuebles que nos van entrando cada mes.. . 4! , además no tenemos publicada toda nuestra cartera, hay clientes que no quieren que se publicite su inmueble. No usaremos tu correo para otra cosa que no sea informarte de inmuebles ¡que cumplan lo que buscas!... puede que no te mandemos ningún correo, porque no tenemos nada para ti... upss!  En viban estamos gestionando este luminosa ático de 87 m2 en Agra del Orzán, a pasos de Ronda de Nelle y cerca del Paseo das Ponte. El mismo cuenta con 2 habitaciones espaciosas y con armarios empotrados, una de ellas cuenta con un balcón a exterior del pulmón de manzana.  También cuentan con dos baños completos, uno de ellos con cabina hidromasaje.  Cocina pequeña pero bien distribuida que comparte con la sala de estar principal del ático.  También cuenta con un armario para la despensa y lugar de lavado.  El mismo esta ubicado en lo ultimo del piso y no comparte espacio con ningún otro departamento, lo que lo hace silencioso.  ¡Es una oportunidad única, contáctanos y te contamos mucho mas! Si necesitas vender tu inmueble ponte contacto con nosotros, nos encargamos de todo y solo por 3.999€ sin sorpresas.",False,good,False,True,1839.0,False,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Ático en VILLA DE NEGREIRA,,penthouse,,,,,
42,98974824,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/98/e5/cd/1030079077.jpg,701226,16,6,169000.0,flat,sale,100.0,True,3,2,Agra del Orzán - Ventorrillo,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3604507,-8.425834,False,https://www.idealista.com/inmueble/98974824/,2895,"Ref. 701226 Best House. Ubicado a pocos metros del Ágora y de la Ronda de Outeiro, se vende piso con terraza soleada, tiene mucha luz y está bien orientado. Dispone de, tres habitaciones, dos cuartos de baño, salón comedor con salida a terraza y cocina equipada con zona de lavandería independiente. En la terraza disponemos de dos zonas de trastero y en el bajo cubierta del edificio otro trastero más. La calefacción y el agua caliente de la vivienda es por caldera independiente de gasoil comunitario, si bien el edificio tiene instalación de gas natural. La zona dispone de todos los servicios, desde colegios, comercios, supermercados y bien comunicada tanto con transporte público como privado.",False,good,False,True,1690.0,False,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Piso,,,,,,,
43,98790638,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/49/1a/8c/1025926686.jpg,2664,15,1,145000.0,flat,sale,95.0,True,3,1,Ronda de Nelle,A Coruña,A Coruña,Ensanche - Juan Florez,es,43.3619397,-8.4157331,False,https://www.idealista.com/inmueble/98790638/,2202,"Piso situado en Ronda de Nelle muy cerca de Avenida Finisterre. La vivienda tiene 3 dormitorios, salón, cocina con tendedero y baño. Dispone de una amplia terraza con un trastero. Posibilidad de adquirir una plaza de garaje en edificio próximo por 35.000€. El piso tiene muchas posibilidades de reforma.",False,renew,False,True,1526.0,False,False,False,False,False,False,flat,"Paseo de los Puentes-Santa Margarita, A Coruña",Piso en Ronda de Nelle,,,Paseo de los Puentes-Santa Margarita,True,False,35000.0,
44,98327780,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/59/ae/bc/1008237128.jpg,AN-0211,27,3,170000.0,flat,sale,70.0,True,2,2,RAMON CABANILLAS,A Coruña,A Coruña,Os Mallos,es,43.3585852,-8.4105471,False,https://www.idealista.com/inmueble/98327780/,2296,"Os presentamos este piso recién REFORMADO y a ESTRENAR, a escasos metros de la Avenida de Arteixo! Calidad en sus materiales y un gusto indiscutible, son dos de las cualidades que definen a esta propiedad. Salón con cocina americana en un concepto abierto y con mucha LUZ, habitación principal con un gran VESTIDOR y acceso a TERRAZA interior, otra habitación también con acceso a la TERRAZA y dos cuartos de baño, uno en suite y otro en zonas comunes! Puerta de entrada con cierre inteligente y cerradura en tres puntos, inodoros y muebles en baño suspendidos, electrodomésticos marca Balay, ventanas climalit con rotura de puente térmico y fontanería TOTELMENTE NUEVA con tubería multicapa! no dudes en venir a verlo o llamarnos para más información, te atenderemos sin ningún tipo de compromiso. Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual.",True,good,False,True,2429.0,True,False,True,False,False,False,flat,"Os Mallos, A Coruña",Piso en RAMON CABANILLAS,,,,,,,
45,98139669,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/65/74/a5/1002316836.jpg,2534,37,,170000.0,chalet,sale,121.0,False,5,2,Alto Monte,A Coruña,A Coruña,Monte Alto - Zalaeta - Atocha,es,43.3791029,-8.4009792,False,https://www.idealista.com/inmueble/98139669/,282,"MONTE ALTO, CASA ADOSADA para REHABILITAR. Ubicada en un barrio consolidado y con todos los servicios necesarios para el día a día.  Muy PRÓXIMA al PASEO MARÍTIMO y a las zonas más comerciales de la ciudad.  La construcción data del año 1940. Consta de planta baja + primero y cuenta con una superficie útil de unos 105 m2 (43 m2 en planta baja y 50 m2 en planta primera). En la actualidad dispone de cinco habitaciones, dos cuartos de baño, dos cocinas, (la de la planta baja con acceso a un pequeño patio) y salón.  Ideal para reformar y disfrutar de su excelente ubicación tan céntrica en la ciudad.",True,renew,False,,1405.0,True,False,True,False,False,False,chalet,"Monte Alto - Zalaeta - Atocha, A Coruña",Chalet adosado en Alto Monte,,terracedHouse,,,,,
46,98707048,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/02/b1/4f/1021173168.jpg,3421-07959,33,1,198000.0,flat,sale,89.0,True,2,2,Avenida Finisterre,A Coruña,A Coruña,Ensanche - Juan Florez,es,43.3615908,-8.4175809,False,https://www.idealista.com/inmueble/98707048/,2329,"¿Buscas una vivienda lista para entrar a vivir? Impecable. Con 89 m2 construidos, primera planta con ascensor, dos dormitorios, dos baños, calefacción de gas ciudad y trastero en la misma vivienda, alarma. En una zona a un paso del centro y con todos los servicios.  Distribuido de la siguiente manera:   Hall de entrada con acceso al salón comedor y cocina Salón comedor con vistas a la calle, de buen tamaño y con espacio suficiente para zona de estar y zona de comedor.  Dormitorio Principal con vistas a la calle y baño completo en suite con ducha y reformado recientemente. Cocina de buen tamaño con vistas al patio de uso privativo, con lavadero y además tiene una zona de despensa / trastero. Totalmente equipada de electrodomésticos.  Un segundo dormitorio también con baño incluido, con bañera y mampara. Pavimentos en parqué en perfecto estado. Ventanas de corredera con climalit. Calefacción por gas ciudad con caldera nueva. El edificio no tiene derramas pendientes, tiene la fachada y tejado recientemente reformados.  La zona tiene todos los servicios, tanto educativos, salud, comerciales y transporte público, a un paso de Ronda de Nelle y Paseo de los Puentes.   Además tiene fácil acceso a los polígonos industriales y salida / entrada de la ciudad. A través de convenios con las principales entidades bancarias, nuestros clientes podrán disfrutar de las mejores opciones de financiación del mercado, con condiciones especiales y ventajosas, recibiendo un trato ""prime"" que nos diferencia. ""Nota: Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. El texto que se ofrece está destinado a su uso como instrumento documental. No tiene validez jurídica.",True,good,False,True,2225.0,True,False,True,False,False,False,flat,"Paseo de los Puentes-Santa Margarita, A Coruña",Piso en Avenida Finisterre,,,Paseo de los Puentes-Santa Margarita,,,,
47,99129513,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b8/71/bd/1034505547.jpg,,35,5,179900.0,flat,sale,101.0,True,2,2,FRANCISCO CATOIRA,A Coruña,A Coruña,Os Mallos,es,43.3520539,-8.4086911,False,https://www.idealista.com/inmueble/99129513/,2925,"INMOBICAR te presenta en exclusiva esta vivienda situada en una de las zonas mas demandas de la ciudad.  La vivienda con una exquisita distribución, destacamos su luminosidad en todas las estancias, dispone de amplio salón comedor con gran ventanal -galería, hall de entrada con 1 baño completo de cortesía con plato de ducha  Cocina independiente cómoda y funcional con todos los electrodomésticos. 2 dormitorios con armarios empotrados y el principal con baño completo. la vivienda dispone de una gran plaza de garaje para coche y moto ( bicicletas y zona de almacén )y un trastero amplio y funcional con estanterías. Carpintería metálica doble acristalamiento con rotura de puente térmico y suelos de tarima flotante.  El edificio es de construcción reciente ( año 2005 ), ascensor a cota cero y acceso para personas de movilidad reducida, materiales de alta calidad. En breve le presentaremos el inmueble con un tour virtual. No dude en visitarlo.",False,good,False,True,1781.0,True,False,True,False,False,False,flat,"Os Mallos, A Coruña",Piso en FRANCISCO CATOIRA,,,,True,True,,
